session;date;dorsal;player;time;total_distance;minute_distance;distance_vrange1;distance_vrange2;distance_vrange3;distance_vrange4;distance_vrange5;distance_vrange6;max_speed;average_speed;num_dec_expl;max_dec;num_acc_expl;max_acc;player_load;hmld;hmld_count;hmld_relative;hmld_time;hid_intervals;num_hids;hsr;sprints;num_hsr;time_vrange4;rpe
Sesión Nº 51;9/25/2024;20;Miki Codina;110.20;6648.93;60.34;2201.57;1666.18;1738.78;603.47;124.06;82.54;29.95;3.50;72;-6,127;83;5,076;0.00;1045.44;306;9.49;5.54;0.60;14;206.00;8;14;2.12;
Sesión Nº 51;9/25/2024;21;Sito;83.53;5079.41;60.81;1458.82;1526.85;1274.72;581.64;102.93;20.92;27.56;3.51;72;-7,441;76;4,487;0.00;830.81;262;9.95;4.70;0.85;12;121.39;2;12;2.05;
Sesión Nº 51;9/25/2024;22;S. Montero;83.53;5380.34;64.41;1550.35;1221.52;1767.22;618.64;62.94;14.97;25.21;3.68;68;-5,698;68;4,778;0.00;939.44;294;11.25;5.64;0.18;5;72.95;2;5;2.20;4
Sesión Nº 51;9/25/2024;23;Ñito González;83.53;5173.43;61.94;1384.34;1278.31;1548.22;617.29;109.47;57.03;27.60;3.47;39;-5,284;69;4,218;0.00;865.11;247;10.36;4.62;0.59;11;162.19;4;11;2.13;4
Sesión Nº 51;9/25/2024;24;Alex Gil;83.53;4758.46;56.97;1492.88;975.52;1236.84;691.06;139.61;55.96;26.68;3.22;66;-5,557;74;4,943;0.00;969.13;263;11.60;4.84;1.83;16;189.46;5;16;2.42;
Sesión Nº 52;9/26/2024;2;San Emeterio;85.25;4588.38;53.83;1246.35;1064.86;1175.34;662.48;132.54;133.70;30.53;3.14;49;-6,763;52;4,925;0.00;854.05;178;10.02;3.78;0.96;14;263.11;7;14;2.31;7
Sesión Nº 52;9/26/2024;3;Mendibe;85.25;4779.28;56.06;1250.33;1020.77;1452.88;687.12;69.14;41.43;27.39;3.20;38;-6,756;50;4,129;0.00;725.81;189;8.51;3.79;1.00;9;108.63;3;9;2.38;
Sesión Nº 52;9/26/2024;4;A. Hernández;85.25;4744.24;55.65;1126.82;1316.15;1457.75;568.38;57.82;24.66;28.93;3.28;27;-4,004;45;4,275;0.00;614.06;162;7.20;3.30;2.60;6;82.48;2;6;2.00;
Sesión Nº 52;9/26/2024;5;Llonch;85.25;5580.05;65.46;1380.68;980.24;2044.87;989.41;46.27;9.73;24.66;3.74;62;-6,026;67;4,798;0.00;747.12;237;8.76;4.22;1.85;4;52.35;1;4;3.62;4
Sesión Nº 52;9/26/2024;6;Julio;85.25;4716.04;55.32;1313.76;897.29;1487.06;814.19;68.77;6.13;23.52;3.35;25;-6,486;42;5,012;0.00;652.17;154;7.65;3.32;2.37;7;71.77;0;7;2.86;
Sesión Nº 52;9/26/2024;7;Zequi;85.25;5490.19;64.40;1397.47;1321.04;1507.47;768.94;203.54;94.45;29.75;3.59;44;-5,745;72;5,221;0.00;1074.67;236;12.61;4.84;1.59;21;290.01;8;21;2.64;
Sesión Nº 52;9/26/2024;8;Nsue;85.25;5526.24;64.83;1353.15;1213.09;1618.61;945.59;205.64;70.78;29.23;3.63;32;-5,359;52;5,171;0.00;976.73;198;11.46;4.34;1.11;24;272.08;6;24;3.29;
Sesión Nº 52;9/26/2024;10;Borja M.;85.25;5938.37;69.66;1466.25;1545.57;1615.97;734.26;170.22;285.35;30.10;4.01;50;-5,934;57;4,669;0.00;1305.94;219;15.32;5.32;1.70;24;451.85;14;24;2.59;6
Sesión Nº 52;9/26/2024;11;Pol Roige;85.25;5641.14;66.17;1409.90;1293.22;1591.15;951.15;160.91;76.02;28.57;3.78;44;-7,076;67;4,946;0.00;1010.82;216;11.86;4.71;0.91;21;221.53;6;21;3.29;
Sesión Nº 52;9/26/2024;14;Elady;85.25;5296.40;62.13;1289.04;1439.11;1215.58;911.67;154.94;77.48;29.62;3.42;47;-5,464;61;5,377;0.00;1015.65;225;11.91;4.78;0.88;19;220.71;6;19;3.13;
Sesión Nº 52;9/26/2024;16;Nacho;70.25;4044.05;57.57;1018.83;1005.32;1262.83;554.96;84.14;32.98;27.61;3.33;30;-5,694;31;3,946;0.00;659.66;161;9.39;3.40;2.26;10;109.73;2;10;1.96;
Sesión Nº 52;9/26/2024;17;E. Jiménez;70.25;4769.00;67.89;1241.06;1023.21;1514.89;605.73;103.87;81.55;30.13;3.87;51;-5,400;70;5,376;0.00;953.96;223;13.58;4.79;1.48;13;185.42;6;13;2.16;
Sesión Nº 52;9/26/2024;18;Burlamaqui;29.28;1927.76;65.85;576.27;179.05;390.25;420.38;247.67;16.70;24.51;4.04;6;-5,223;21;4,212;0.00;585.84;63;20.01;2.17;0.22;19;263.76;1;19;1.34;-2
Sesión Nº 52;9/26/2024;19;De Santis;85.25;5876.94;68.94;1448.49;1597.27;1437.59;974.88;176.46;96.59;30.38;3.90;48;-5,250;73;5,384;0.00;1089.16;239;12.78;4.74;0.68;24;266.91;5;24;3.42;
Sesión Nº 52;9/26/2024;20;Miki Codina;70.25;4745.05;67.55;1296.64;1155.35;1375.26;590.86;104.80;98.42;30.91;3.92;39;-5,993;47;4,784;0.00;807.29;184;11.49;3.67;1.15;16;194.07;6;16;2.07;
Sesión Nº 52;9/26/2024;21;Sito;85.25;5133.81;60.22;1343.16;1511.03;1236.89;730.68;101.39;78.40;30.49;3.48;40;-5,727;55;4,880;0.00;846.35;178;9.93;4.17;1.93;10;174.90;3;10;2.58;
Sesión Nº 52;9/26/2024;22;S. Montero;85.25;5548.68;65.09;1526.00;1010.05;1904.87;804.35;83.81;10.54;24.96;3.64;57;-5,731;55;5,024;0.00;839.25;232;9.85;4.55;0.67;9;90.48;2;9;2.89;4
Sesión Nº 52;9/26/2024;23;Ñito González;85.25;5358.72;62.86;1327.54;1126.83;1582.69;897.48;139.14;83.77;27.79;3.52;49;-4,075;65;4,776;0.00;1023.85;224;12.01;4.98;1.53;17;214.29;5;17;3.08;6
Sesión Nº 52;9/26/2024;24;Alex Gil;70.25;4917.05;70.00;1304.10;830.37;1514.96;971.40;71.68;133.47;31.62;3.98;42;-6,237;51;5,006;0.00;906.91;205;12.91;4.45;1.77;10;202.74;4;10;3.48;
Sesión Nº 53;9/27/2024;2;San Emeterio;89.43;4020.18;44.95;1605.55;1025.86;893.32;269.51;18.45;36.47;28.44;2.59;25;-5,257;46;4,992;0.00;394.40;171;4.41;2.74;0.80;2;49.28;1;2;0.94;3
Sesión Nº 53;9/27/2024;3;Mendibe;89.43;3771.66;42.17;1573.91;901.84;894.41;215.35;0.00;0.00;19.46;2.39;20;-4,148;38;4,710;0.00;239.46;132;2.68;1.90;0.00;0;0.00;0;0;0.77;
Sesión Nº 53;9/27/2024;4;A. Hernández;88.48;3446.30;38.95;1506.45;847.47;880.91;64.01;0.00;0.00;16.17;2.37;13;-4,421;20;3,792;0.00;184.25;98;2.08;1.66;0.00;0;0.00;0;0;0.25;
Sesión Nº 53;9/27/2024;5;Llonch;85.73;3465.36;40.42;1670.74;798.61;761.57;77.14;0.00;0.00;17.95;2.40;17;-3,796;28;3,563;0.00;212.40;123;2.48;1.80;0.00;0;0.00;0;0;0.29;
Sesión Nº 53;9/27/2024;6;Julio;84.89;3593.61;42.33;1606.24;920.89;695.15;197.08;15.34;7.11;24.55;2.22;18;-3,866;34;4,450;0.00;326.73;140;3.85;2.61;0.00;1;20.03;1;1;0.70;
Sesión Nº 53;9/27/2024;7;Zequi;79.70;3910.99;49.07;1620.15;920.86;814.18;256.15;92.68;16.32;25.21;2.61;35;-4,841;39;4,289;0.00;462.69;151;5.81;2.68;0.64;8;102.88;2;8;0.85;
Sesión Nº 53;9/27/2024;8;Nsue;100.92;3657.42;36.24;1847.54;916.76;328.50;282.11;67.67;7.10;24.22;2.01;14;-4,329;27;4,632;0.00;365.72;109;3.62;2.06;0.67;7;71.00;0;7;0.93;
Sesión Nº 53;9/27/2024;10;Borja M.;97.33;5357.15;55.04;1701.69;1591.63;999.37;457.85;197.44;263.33;29.73;2.87;31;-4,318;36;4,633;0.00;986.82;159;10.14;3.65;0.48;24;458.31;16;24;1.57;5
Sesión Nº 53;9/27/2024;11;Pol Roige;93.98;3944.15;41.97;1505.88;1125.59;838.85;197.43;71.19;30.95;25.73;2.43;15;-3,861;25;4,439;0.00;391.80;118;4.17;2.16;0.33;8;102.13;2;8;0.65;
Sesión Nº 53;9/27/2024;12;Keita;99.60;5368.96;53.91;1745.40;1287.39;1439.86;367.81;93.97;109.08;31.80;3.11;44;-5,227;48;4,297;0.00;681.31;234;6.84;3.96;0.43;9;199.98;4;9;1.28;5
Sesión Nº 53;9/27/2024;14;Elady;97.21;4201.11;43.22;1653.42;1254.64;739.53;347.83;54.32;0.00;23.16;2.45;35;-4,804;50;5,127;0.00;488.37;212;5.02;3.48;0.50;2;45.16;0;2;1.19;
Sesión Nº 53;9/27/2024;15;Álvaro;81.66;2983.73;36.54;1704.60;668.09;407.00;7.39;0.00;0.00;14.70;2.05;5;-3,116;14;3,608;0.00;99.21;73;1.22;1.00;0.00;0;0.00;0;0;0.03;
Sesión Nº 53;9/27/2024;16;Nacho;102.47;3759.78;36.69;1642.33;897.88;849.66;175.54;3.18;0.00;21.16;2.18;16;-4,817;34;5,116;0.00;222.07;119;2.17;1.87;0.00;0;0.00;0;0;0.62;
Sesión Nº 53;9/27/2024;17;E. Jiménez;88.24;3602.82;40.83;1606.70;841.32;695.61;216.85;44.11;4.28;24.30;2.10;18;-4,750;33;4,981;0.00;315.98;125;3.58;1.94;0.48;5;47.16;1;5;0.74;
Sesión Nº 53;9/27/2024;19;De Santis;97.21;4792.82;49.30;1777.18;1400.38;1020.36;347.37;83.15;5.57;23.90;2.90;27;-4,922;57;4,969;0.00;595.54;198;6.13;4.00;0.59;4;85.68;0;4;1.19;
Sesión Nº 53;9/27/2024;20;Miki Codina;99.36;4593.57;46.23;2068.87;1231.99;889.80;195.02;39.29;22.94;27.43;2.84;25;-3,771;35;4,928;0.00;327.37;136;3.29;2.25;0.43;6;62.23;2;6;0.68;
Sesión Nº 53;9/27/2024;22;S. Montero;102.47;3933.51;38.39;1843.41;983.72;715.39;212.23;0.00;0.00;19.78;2.38;14;-3,502;36;4,802;0.00;253.36;128;2.47;2.09;0.00;0;0.00;0;0;0.75;4
Sesión Nº 53;9/27/2024;23;Ñito González;85.49;3695.37;43.23;1588.15;833.60;761.85;245.80;96.48;16.54;25.21;2.34;28;-4,864;39;3,847;0.00;499.10;180;5.84;3.19;0.28;9;113.02;1;9;0.80;3
Sesión Nº 53;9/27/2024;24;Alex Gil;102.47;4264.23;41.62;1839.35;868.05;1038.20;271.91;23.42;1.39;22.46;2.57;29;-4,428;45;5,213;0.00;423.03;171;4.13;2.98;0.00;2;24.81;0;2;0.95;
Sesión Nº 54;9/28/2024;2;San Emeterio;56.57;3346.65;59.16;874.69;986.07;1028.38;339.92;1.81;0.00;20.23;3.22;54;-6,446;52;4,715;0.00;442.34;188;7.82;2.91;0.00;0;0.00;0;0;1.22;9
Sesión Nº 54;9/28/2024;3;Mendibe;56.57;3264.69;57.71;857.24;975.13;1037.88;286.57;4.28;0.00;20.73;3.37;55;-5,254;55;4,927;0.00;443.71;195;7.84;3.03;0.00;0;0.00;0;0;1.02;
Sesión Nº 54;9/28/2024;4;A. Hernández;56.57;3467.38;61.30;935.76;1119.96;1055.12;246.51;5.04;0.00;21.91;3.48;35;-6,670;35;4,400;0.00;379.88;167;6.71;2.50;0.00;1;3.12;0;1;0.88;
Sesión Nº 54;9/28/2024;5;Llonch;56.57;3652.74;64.57;960.83;926.12;1360.22;271.90;11.94;0.00;22.30;3.61;59;-4,955;45;4,294;0.00;448.56;207;7.93;2.93;0.07;2;11.94;0;2;0.99;
Sesión Nº 54;9/28/2024;6;Julio;56.57;3166.26;55.97;994.32;970.99;879.81;169.55;12.74;0.70;23.13;3.23;31;-5,119;45;4,066;0.00;369.46;156;6.53;2.40;0.00;1;12.82;0;1;0.59;
Sesión Nº 54;9/28/2024;7;Zequi;56.57;3475.10;61.43;1033.15;889.90;1085.86;170.70;0.62;0.00;20.40;3.20;40;-4,943;44;5,630;0.00;364.02;171;6.43;2.58;0.00;0;0.00;0;0;0.61;
Sesión Nº 54;9/28/2024;8;Nsue;56.57;2553.46;45.14;761.38;903.03;663.81;146.67;0.00;0.00;19.71;3.36;11;-3,480;31;4,498;0.00;234.31;93;4.14;1.58;0.00;0;0.00;0;0;0.54;
Sesión Nº 54;9/28/2024;10;Borja M.;56.57;3537.93;62.54;1006.42;1077.24;1061.80;258.83;27.66;1.38;23.61;3.51;46;-5,952;57;4,421;0.00;469.25;192;8.29;2.91;0.83;3;28.43;0;3;0.92;3
Sesión Nº 54;9/28/2024;11;Pol Roige;56.57;3611.26;63.84;840.50;1069.00;1181.65;249.59;34.01;7.03;24.10;3.56;33;-5,291;42;4,852;0.00;409.62;148;7.24;2.48;0.34;5;41.03;0;5;0.88;
Sesión Nº 54;9/28/2024;12;Keita;56.57;4088.88;72.28;849.66;1307.95;1293.16;364.28;25.87;8.63;25.09;3.88;71;-6,032;65;5,357;0.00;618.63;251;10.94;3.81;4.48;4;34.51;1;4;1.27;5
Sesión Nº 54;9/28/2024;14;Elady;56.57;3213.09;56.80;932.66;989.88;980.10;199.53;2.47;0.00;20.65;3.17;41;-4,728;52;4,674;0.00;381.34;180;6.74;2.64;0.00;0;0.00;0;0;0.72;
Sesión Nº 54;9/28/2024;15;Álvaro;56.57;2522.31;44.59;1014.84;748.31;579.56;72.57;0.00;0.00;18.89;2.77;27;-5,223;34;4,125;0.00;242.44;122;4.29;1.77;0.00;0;0.00;0;0;0.27;
Sesión Nº 54;9/28/2024;16;Nacho;56.57;3526.92;62.35;969.69;1217.05;956.70;249.51;6.79;0.00;21.78;3.42;52;-5,057;54;5,144;0.00;482.26;201;8.53;3.31;0.00;1;6.18;0;1;0.91;
Sesión Nº 54;9/28/2024;17;E. Jiménez;56.57;3796.90;67.12;880.42;978.39;1225.58;438.80;23.97;4.17;24.17;3.50;66;-6,117;79;5,245;0.00;658.98;249;11.65;3.98;2.05;3;20.14;0;3;1.53;
Sesión Nº 54;9/28/2024;19;De Santis;56.57;3670.10;64.88;843.89;1202.04;1176.84;347.59;8.76;1.37;23.32;3.65;55;-5,420;56;4,764;0.00;529.80;209;9.37;3.46;0.00;1;6.43;0;1;1.24;
Sesión Nº 54;9/28/2024;20;Miki Codina;56.57;3533.70;62.47;947.07;1031.29;1079.61;336.77;25.30;5.77;25.59;3.73;60;-6,454;55;4,772;0.00;588.20;227;10.40;3.58;0.43;4;31.07;1;4;1.21;
Sesión Nº 54;9/28/2024;22;S. Montero;56.57;3843.36;67.94;927.38;985.42;1336.24;339.82;3.69;0.00;20.84;3.50;53;-4,628;54;3,998;0.00;508.70;197;8.99;3.17;0.00;0;0.00;0;0;1.21;4
Sesión Nº 54;9/28/2024;23;Ñito González;56.57;3384.45;59.83;892.78;909.64;1117.95;331.74;8.71;0.00;22.07;3.42;43;-5,265;59;4,426;0.00;465.32;177;8.23;2.81;0.00;1;5.63;0;1;1.19;4
Sesión Nº 54;9/28/2024;24;Alex Gil;56.57;3425.44;60.55;788.60;905.44;1268.40;258.51;10.97;17.40;26.45;3.44;53;-5,309;47;4,689;0.00;488.79;191;8.64;3.10;2.33;2;28.37;2;2;0.92;
Partido x Antequera C.F;9/29/2024;2;San Emeterio;100.63;11049.70;109.80;1457.99;2660.52;3875.80;2306.34;405.07;168.47;28.62;6.38;153;-5,798;130;5,119;0.00;2463.58;584;24.48;12.14;2.42;37;565.69;10;37;8.15;9
Partido x Antequera C.F;9/29/2024;4;A. Hernández;100.63;10047.56;99.84;1624.34;2534.46;3614.50;1774.83;226.16;185.46;29.85;5.89;112;-6,251;129;4,992;0.00;2034.81;515;20.22;10.71;4.66;21;407.98;9;21;6.44;
Partido x Antequera C.F;9/29/2024;5;Llonch;100.63;11978.67;119.03;1305.83;2485.32;5018.22;2835.20;207.93;48.35;26.94;7.07;159;-6,655;108;4,364;0.00;2028.17;575;20.15;11.05;4.09;26;253.89;3;26;10.35;10
Partido x Antequera C.F;9/29/2024;6;Julio;69.07;8125.49;117.64;982.28;1692.57;3164.89;1988.52;199.30;62.28;26.50;7.10;68;-6,378;83;4,857;0.00;1399.85;334;20.27;6.79;2.44;21;243.49;6;21;7.16;
Partido x Antequera C.F;9/29/2024;7;Zequi;32.45;3753.47;115.69;413.88;553.08;1527.37;923.15;129.06;101.43;29.25;6.56;59;-6,062;43;5,435;0.00;961.10;215;29.62;4.59;1.85;17;230.49;6;17;3.22;
Partido x Antequera C.F;9/29/2024;8;Nsue;26.90;2718.49;101.06;472.81;565.59;1061.37;494.24;83.48;33.45;26.58;6.03;41;-4,755;39;4,840;0.00;617.42;153;22.95;3.24;2.78;10;116.92;2;10;1.76;
Partido x Antequera C.F;9/29/2024;10;Borja M.;68.75;8005.23;116.44;822.40;2137.89;2710.06;1611.36;350.62;321.00;30.65;7.02;88;-6,668;87;4,604;0.00;2057.97;372;29.93;8.76;1.56;39;659.38;19;39;5.71;6
Partido x Antequera C.F;9/29/2024;11;Pol Roige;100.63;11243.19;111.72;1357.41;2420.65;4493.11;2236.13;364.14;276.74;31.80;6.59;124;-7,728;108;5,273;0.00;2290.64;493;22.76;10.52;2.19;46;625.22;20;46;8.01;
Partido x Antequera C.F;9/29/2024;14;Elady;74.72;8704.42;116.49;763.21;2672.28;2802.77;2032.48;252.64;126.38;28.36;6.98;90;-5,138;81;5,012;0.00;1743.84;353;23.34;8.10;2.96;24;360.49;9;24;7.26;
Partido x Antequera C.F;9/29/2024;17;E. Jiménez;100.63;10573.29;105.07;1550.07;2826.06;3471.84;2172.87;298.30;179.04;29.65;6.22;133;-7,179;141;4,651;0.00;2328.98;519;23.14;11.17;2.97;32;470.66;13;32;7.78;
Partido x Antequera C.F;9/29/2024;22;S. Montero;27.01;3669.18;135.86;391.22;674.82;1331.34;879.33;114.13;31.50;28.90;7.12;50;-6,608;45;5,432;0.00;776.78;187;28.76;3.55;1.91;12;140.52;1;12;2.99;9
Partido x Antequera C.F;9/29/2024;23;Ñito González;74.30;8927.59;120.16;939.51;1864.07;3248.61;2100.58;400.75;264.87;28.16;7.11;118;-7,183;91;4,909;0.00;2225.38;441;29.95;9.82;1.77;39;656.56;17;39;7.42;7
Partido x Antequera C.F;9/29/2024;24;Alex Gil;32.77;3666.41;111.90;471.16;615.00;1236.53;1019.61;206.18;114.75;30.00;6.70;56;-5,872;44;4,161;0.00;1092.18;203;33.33;4.71;1.75;18;311.36;7;18;3.65;
